city,month,seasonal_factor,trust_week,declared_hourly_rate,claims_last_month,years_on_platform,flood_risk_score,heat_risk_score,ward_disruption_freq,city_median_hourly,city_base_premium,weekly_premium
delhi,6,1.5,1,49.13,2,3.95,0.343,0.755,0.086,60,85,120.0
chennai,0,0.7,1,57.75,0,4.47,0.657,0.578,0.094,62,95,72.78
mumbai,6,1.5,9,61.84,8,2.57,0.807,0.335,0.042,65,100,120.0
pune,1,0.7,5,37.39,2,3.19,0.271,0.096,-0.002,55,65,60.0
chennai,6,1.5,1,43.16,4,4.07,0.661,0.394,0.106,62,95,120.0
bangalore,6,1.5,5,67.76,3,0.43,0.144,0.442,0.049,58,80,120.0
mumbai,6,1.5,9,41.17,4,2.03,0.873,0.156,0.12,65,100,120.0
delhi,3,0.9,1,37.88,0,4.88,0.37,0.76,0.028,60,85,72.13
mumbai,2,0.8,9,66.61,1,4.27,0.884,0.29,0.1,65,100,86.84
bangalore,5,1.3,1,67.85,1,4.25,0.416,0.442,0.071,58,80,116.39
mumbai,5,1.3,9,84.89,2,1.36,0.861,0.181,0.106,65,100,120.0
mumbai,10,0.8,1,56.95,4,4.33,0.944,0.235,0.071,65,100,95.25
bangalore,2,0.8,1,55.65,1,3.43,0.418,0.107,0.062,58,80,66.16
chennai,3,0.9,5,58.42,1,2.0,0.752,0.542,0.094,62,95,94.88
pune,5,1.3,5,61.88,3,2.39,0.071,0.323,0.047,55,65,89.23
delhi,4,0.9,1,47.23,0,2.64,0.276,0.479,0.088,60,85,80.32
bangalore,10,0.8,9,53.48,2,4.29,0.259,0.255,0.059,58,80,60.94
mumbai,9,1.0,5,63.89,0,4.7,0.803,0.25,0.075,65,100,106.71
bangalore,2,0.8,5,47.08,1,4.58,0.4,0.328,0.073,58,80,60.0
delhi,6,1.5,1,60.83,4,1.5,0.365,0.713,0.045,60,85,120.0
chennai,8,1.3,1,86.47,1,4.18,0.501,0.289,0.07,62,95,120.0
delhi,3,0.9,5,56.94,2,0.43,0.472,0.802,0.055,60,85,87.86
mumbai,0,0.7,5,57.22,1,4.93,0.87,0.261,0.113,65,100,78.25
mumbai,9,1.0,5,53.68,3,1.07,0.795,0.24,0.085,65,100,115.91
bangalore,8,1.3,5,75.12,1,3.77,0.419,0.232,0.06,58,80,109.61
chennai,7,1.5,9,59.62,3,4.0,0.824,0.52,0.111,62,95,120.0
mumbai,1,0.7,9,82.28,2,4.42,0.756,0.137,0.075,65,100,74.01
mumbai,8,1.3,1,76.07,2,1.98,0.835,0.231,0.074,65,100,120.0
pune,2,0.8,5,57.29,0,4.0,0.216,0.267,0.088,55,65,60.0
bangalore,3,0.9,1,61.55,3,3.6,0.221,0.173,0.005,58,80,73.13
pune,8,1.3,5,56.29,1,0.72,0.32,0.1,0.04,55,65,98.4
mumbai,11,0.7,9,87.28,0,3.53,0.791,0.133,0.1,65,100,73.72
mumbai,10,0.8,1,56.33,1,0.17,0.873,0.136,0.087,65,100,98.78
chennai,7,1.5,5,46.65,1,0.81,0.666,0.451,0.105,62,95,120.0
chennai,2,0.8,5,63.7,0,3.87,0.76,0.555,0.086,62,95,85.38
delhi,6,1.5,1,60.7,3,2.54,0.291,0.831,0.05,60,85,120.0
delhi,11,0.7,1,45.67,3,0.92,0.466,0.47,0.08,60,85,70.48
delhi,8,1.3,1,67.76,2,3.22,0.382,0.716,0.083,60,85,120.0
delhi,5,1.3,9,53.73,2,0.9,0.59,0.917,0.061,60,85,120.0
chennai,11,0.7,1,69.54,1,0.93,0.654,0.401,0.068,62,95,79.41
mumbai,2,0.8,9,53.0,1,4.87,0.833,0.097,0.09,65,100,81.21
mumbai,4,0.9,9,68.74,1,0.63,0.719,0.231,0.114,65,100,99.7
bangalore,8,1.3,9,46.3,3,3.6,0.335,0.544,0.07,58,80,108.56
mumbai,11,0.7,1,73.93,1,2.71,0.809,0.188,0.091,65,100,79.45
delhi,9,1.0,5,58.4,0,0.2,0.454,0.856,0.077,60,85,99.61
pune,3,0.9,9,44.71,2,3.03,0.297,0.085,0.023,55,65,60.71
pune,10,0.8,1,69.57,4,2.12,0.186,0.193,0.043,55,65,60.0
chennai,2,0.8,9,44.87,4,3.81,0.542,0.557,0.108,62,95,81.95
chennai,1,0.7,9,67.62,1,2.02,0.599,0.531,0.046,62,95,74.31
chennai,4,0.9,1,64.67,1,1.58,0.725,0.453,0.089,62,95,105.94
delhi,7,1.5,5,80.54,3,4.48,0.337,0.691,0.088,60,85,120.0
mumbai,11,0.7,1,40.07,4,3.47,0.822,0.068,0.086,65,100,83.54
pune,0,0.7,1,57.56,2,0.18,0.275,0.113,0.044,55,65,60.0
bangalore,11,0.7,1,65.35,2,0.29,0.303,0.502,0.082,58,80,65.03
pune,8,1.3,9,53.98,3,2.79,0.361,0.441,0.052,55,65,94.73
mumbai,3,0.9,9,76.2,2,4.44,0.859,0.218,0.078,65,100,99.21
mumbai,8,1.3,5,45.21,3,1.68,0.626,0.098,0.095,65,100,120.0
chennai,6,1.5,9,66.23,3,4.52,0.69,0.454,0.064,62,95,120.0
chennai,11,0.7,5,50.91,2,4.73,0.6,0.502,0.076,62,95,74.98
chennai,11,0.7,5,72.32,0,2.72,0.799,0.524,0.093,62,95,73.17
mumbai,0,0.7,5,45.48,4,4.35,0.67,0.269,0.081,65,100,81.57
bangalore,9,1.0,1,62.11,3,3.13,0.117,0.228,0.004,58,80,78.03
pune,2,0.8,5,58.55,1,3.59,0.016,0.171,0.072,55,65,60.0
chennai,3,0.9,1,80.03,3,0.32,0.747,0.593,0.063,62,95,108.03
mumbai,8,1.3,5,62.82,4,3.0,0.776,0.272,0.113,65,100,120.0
pune,10,0.8,5,57.4,4,2.44,0.209,0.28,0.022,55,65,60.0
mumbai,6,1.5,1,68.9,1,3.62,0.803,0.272,0.096,65,100,120.0
delhi,1,0.7,1,92.55,0,2.15,0.363,0.908,0.069,60,85,62.48
delhi,10,0.8,1,63.41,2,0.5,0.365,0.773,0.054,60,85,85.66
pune,7,1.5,5,35.35,2,3.81,0.174,0.159,0.061,55,65,98.74
pune,3,0.9,1,59.42,2,3.15,0.127,0.007,0.014,55,65,60.0
delhi,2,0.8,1,64.55,1,2.75,0.386,0.656,0.118,60,85,75.52
delhi,2,0.8,1,47.62,2,3.83,0.311,0.794,0.079,60,85,76.27
pune,4,0.9,9,42.98,2,0.8,0.415,0.169,0.028,55,65,60.0
bangalore,9,1.0,5,44.76,5,3.91,0.165,0.311,0.099,58,80,87.23
chennai,10,0.8,9,51.97,2,2.5,0.683,0.549,0.117,62,95,90.03
chennai,11,0.7,1,60.54,1,3.18,0.719,0.553,0.084,62,95,77.54
chennai,3,0.9,1,73.81,1,3.98,0.564,0.435,0.102,62,95,90.61
bangalore,7,1.5,1,75.35,5,1.35,0.307,0.123,0.04,58,80,120.0
pune,9,1.0,1,51.53,4,0.48,0.28,0.254,0.068,55,65,77.69
bangalore,2,0.8,1,40.09,1,1.01,0.287,0.482,0.087,58,80,71.67
mumbai,4,0.9,1,79.54,3,1.71,0.644,0.268,0.113,65,100,105.99
bangalore,0,0.7,1,56.49,4,3.73,0.099,0.165,0.065,58,80,60.51
bangalore,2,0.8,1,65.76,1,1.07,0.278,0.121,0.052,58,80,72.73
chennai,5,1.3,9,59.58,2,2.03,0.646,0.59,0.086,62,95,120.0
mumbai,11,0.7,5,67.48,3,4.98,0.792,0.139,0.124,65,100,76.7
delhi,5,1.3,1,69.96,5,0.79,0.559,0.653,0.071,60,85,120.0
chennai,7,1.5,1,40.84,4,3.27,0.76,0.47,0.086,62,95,120.0
delhi,11,0.7,9,58.19,1,3.23,0.34,0.569,0.06,60,85,64.36
bangalore,1,0.7,1,62.58,1,0.89,0.221,0.347,0.041,58,80,60.0
chennai,3,0.9,1,61.37,3,4.43,0.689,0.449,0.147,62,95,105.27
delhi,5,1.3,9,63.27,3,2.1,0.411,0.713,0.05,60,85,120.0
delhi,3,0.9,9,67.66,2,0.48,0.353,0.717,0.073,60,85,84.89
bangalore,3,0.9,1,56.04,3,0.24,0.175,0.265,0.067,58,80,83.21
mumbai,11,0.7,5,73.34,0,1.93,0.745,0.351,0.069,65,100,77.56
pune,8,1.3,9,39.17,1,0.6,0.251,0.132,0.055,55,65,84.98
pune,10,0.8,1,67.97,1,4.84,0.229,0.34,0.066,55,65,60.0
bangalore,3,0.9,9,66.56,0,4.35,0.251,0.37,0.044,58,80,70.97
bangalore,6,1.5,9,77.79,4,0.72,0.301,0.283,0.051,58,80,120.0
bangalore,2,0.8,1,56.92,0,0.41,0.342,0.249,0.061,58,80,70.01
mumbai,7,1.5,9,67.26,5,2.24,0.888,0.296,0.128,65,100,120.0
delhi,4,0.9,5,59.41,0,0.45,0.386,0.828,0.091,60,85,87.51
mumbai,10,0.8,1,57.93,3,2.02,0.734,0.279,0.088,65,100,96.17
chennai,11,0.7,1,79.43,1,3.6,0.527,0.564,0.067,62,95,73.55
chennai,10,0.8,5,60.82,3,0.27,0.617,0.5,0.096,62,95,94.86
pune,4,0.9,1,55.62,0,1.96,0.201,0.166,0.032,55,65,61.57
bangalore,1,0.7,9,59.01,1,4.22,0.192,0.107,0.068,58,80,60.0
chennai,5,1.3,1,73.61,2,0.61,0.63,0.468,0.056,62,95,120.0
pune,0,0.7,9,57.05,1,0.64,0.23,0.143,0.029,55,65,60.0
delhi,10,0.8,1,42.26,3,2.84,0.334,0.799,0.073,60,85,77.24
mumbai,9,1.0,1,57.38,2,4.22,0.754,0.18,0.124,65,100,114.11
delhi,6,1.5,1,76.83,1,0.66,0.372,0.796,0.083,60,85,120.0
bangalore,11,0.7,1,51.51,2,1.34,0.381,0.446,0.056,58,80,62.74
pune,0,0.7,1,56.11,0,3.64,0.116,0.366,0.041,55,65,60.0
mumbai,2,0.8,5,64.21,1,0.25,0.647,0.049,0.068,65,100,88.34
chennai,0,0.7,1,59.33,2,2.16,0.7,0.681,0.087,62,95,85.06
chennai,11,0.7,5,64.64,0,1.38,0.601,0.533,0.054,62,95,72.44
mumbai,9,1.0,9,69.85,0,1.07,0.73,0.108,0.08,65,100,107.63
chennai,6,1.5,1,73.43,3,4.12,0.732,0.418,0.061,62,95,120.0
chennai,8,1.3,5,70.39,4,4.55,0.553,0.452,0.066,62,95,120.0
mumbai,7,1.5,5,55.89,2,1.62,0.757,0.151,0.082,65,100,120.0
delhi,3,0.9,5,66.55,0,0.54,0.521,0.718,0.065,60,85,84.54
mumbai,6,1.5,1,66.74,2,2.5,0.793,0.274,0.073,65,100,120.0
mumbai,8,1.3,1,48.17,3,2.33,0.858,0.38,0.12,65,100,120.0
bangalore,8,1.3,5,48.18,4,1.28,0.141,0.306,0.101,58,80,110.82
chennai,3,0.9,9,55.72,1,3.6,0.756,0.496,0.104,62,95,91.35
mumbai,10,0.8,1,75.64,3,2.5,0.803,0.291,0.106,65,100,98.52
delhi,11,0.7,5,45.57,0,0.5,0.318,0.729,0.072,60,85,69.03
pune,5,1.3,1,48.63,3,1.15,0.043,0.178,0.05,55,65,91.04
bangalore,6,1.5,1,56.31,4,2.31,0.282,0.391,0.057,58,80,120.0
chennai,8,1.3,1,57.56,2,2.66,0.698,0.512,0.079,62,95,120.0
mumbai,0,0.7,1,78.24,3,1.05,0.637,0.145,0.109,65,100,87.7
bangalore,9,1.0,1,67.02,0,2.7,0.486,0.45,0.05,58,80,76.94
pune,8,1.3,5,61.02,3,4.38,0.244,0.159,0.06,55,65,87.37
bangalore,8,1.3,5,42.5,5,4.09,0.332,0.358,0.037,58,80,117.04
pune,8,1.3,5,67.29,2,1.35,0.215,0.057,0.048,55,65,84.66
chennai,8,1.3,5,60.67,2,4.56,0.707,0.492,0.082,62,95,120.0
delhi,7,1.5,1,82.97,1,2.96,0.326,0.775,0.081,60,85,120.0
pune,6,1.5,5,55.92,5,1.72,0.078,0.215,0.035,55,65,101.61
pune,1,0.7,1,55.01,1,0.63,0.274,0.268,0.034,55,65,60.0
delhi,4,0.9,1,64.89,0,1.38,0.503,0.798,0.081,60,85,89.3
pune,9,1.0,5,69.17,1,1.77,0.13,0.181,0.024,55,65,65.74
delhi,9,1.0,5,61.44,1,3.21,0.405,0.562,0.052,60,85,89.38
chennai,10,0.8,1,61.75,2,4.72,0.662,0.503,0.074,62,95,87.91
pune,5,1.3,5,66.73,2,3.96,0.138,0.107,0.03,55,65,85.01
bangalore,1,0.7,1,61.74,3,1.16,0.256,0.369,0.05,58,80,67.38
bangalore,5,1.3,1,46.18,3,4.47,0.291,0.26,0.027,58,80,112.69
pune,3,0.9,1,34.09,0,0.48,0.17,0.161,0.049,55,65,65.64
mumbai,1,0.7,1,58.97,1,2.43,0.749,0.375,0.099,65,100,81.88
bangalore,6,1.5,1,66.11,5,2.96,0.266,0.318,0.055,58,80,120.0
chennai,4,0.9,5,55.03,1,2.29,0.859,0.662,0.061,62,95,102.04
mumbai,8,1.3,9,64.93,2,0.31,0.906,0.025,0.093,65,100,120.0
delhi,10,0.8,1,52.92,0,4.42,0.168,0.619,0.086,60,85,63.58
mumbai,6,1.5,5,57.74,3,0.62,0.859,0.01,0.135,65,100,120.0
pune,7,1.5,5,45.43,2,0.93,0.087,0.165,0.014,55,65,104.37
delhi,6,1.5,5,63.02,4,1.41,0.248,0.775,0.095,60,85,120.0
delhi,10,0.8,1,59.17,3,1.88,0.457,0.522,0.084,60,85,79.16
chennai,8,1.3,1,67.87,1,1.13,0.752,0.648,0.067,62,95,120.0
chennai,1,0.7,1,42.8,2,1.52,0.765,0.525,0.076,62,95,84.47
pune,1,0.7,1,49.88,3,0.99,0.127,0.105,0.035,55,65,60.0
mumbai,4,0.9,1,71.24,1,1.0,0.852,0.296,0.082,65,100,104.34
chennai,1,0.7,9,82.48,1,2.06,0.795,0.36,0.076,62,95,75.72
mumbai,2,0.8,5,55.59,2,0.22,0.801,0.16,0.079,65,100,96.33
chennai,10,0.8,1,66.07,2,0.26,0.734,0.588,0.088,62,95,96.19
bangalore,10,0.8,1,44.52,1,1.38,0.28,0.443,0.064,58,80,72.96
delhi,4,0.9,1,75.87,2,4.74,0.456,0.832,0.084,60,85,86.57
delhi,0,0.7,5,45.01,1,4.9,0.49,0.734,0.07,60,85,64.95
delhi,2,0.8,1,42.78,3,4.74,0.415,0.628,0.094,60,85,77.09
pune,6,1.5,1,31.97,4,3.21,0.409,0.159,0.05,55,65,108.67
mumbai,7,1.5,5,41.96,3,3.01,0.878,0.399,0.114,65,100,120.0
bangalore,4,0.9,5,37.24,3,1.58,0.251,0.317,0.071,58,80,77.81
bangalore,8,1.3,5,59.53,0,3.93,0.397,0.204,0.028,58,80,109.6
chennai,0,0.7,5,40.32,2,1.53,0.612,0.53,0.097,62,95,74.89
pune,3,0.9,1,37.96,3,3.02,0.28,0.169,0.015,55,65,60.81
chennai,10,0.8,9,58.56,0,3.58,0.606,0.59,0.082,62,95,81.13
delhi,3,0.9,1,56.56,3,4.59,0.475,0.807,0.068,60,85,88.81
bangalore,10,0.8,1,50.19,1,3.79,0.28,0.345,0.058,58,80,70.05
delhi,2,0.8,1,53.59,3,2.39,0.317,0.684,0.087,60,85,85.2
pune,6,1.5,1,65.8,5,3.72,0.186,0.188,0.028,55,65,104.57
delhi,4,0.9,5,67.46,1,2.6,0.52,0.786,0.067,60,85,90.21
pune,5,1.3,1,40.36,2,2.07,0.373,0.21,0.04,55,65,94.1
chennai,2,0.8,5,68.03,2,0.61,0.89,0.498,0.083,62,95,94.91
chennai,3,0.9,1,72.84,1,3.61,0.504,0.386,0.078,62,95,94.62
chennai,8,1.3,1,65.16,4,3.16,0.628,0.438,0.053,62,95,120.0
delhi,4,0.9,9,40.67,1,2.84,0.303,0.842,0.039,60,85,79.21
bangalore,2,0.8,1,61.39,1,2.27,0.488,0.454,0.044,58,80,72.46
mumbai,10,0.8,9,58.19,1,3.41,0.765,0.172,0.064,65,100,85.33
chennai,3,0.9,9,87.72,2,1.86,0.783,0.543,0.087,62,95,102.82
pune,5,1.3,5,61.71,3,1.33,0.307,0.212,0.042,55,65,98.06
pune,6,1.5,5,58.86,2,1.2,0.194,0.191,0.045,55,65,101.03
mumbai,9,1.0,9,75.97,5,1.49,0.867,0.368,0.097,65,100,120.0
delhi,5,1.3,5,32.0,1,0.42,0.269,0.674,0.074,60,85,120.0
pune,8,1.3,1,72.44,5,2.44,0.347,0.227,0.017,55,65,99.55
pune,11,0.7,1,71.13,0,0.17,0.182,0.177,0.009,55,65,60.0
delhi,2,0.8,1,59.49,1,4.66,0.37,0.799,0.085,60,85,68.88
mumbai,0,0.7,5,57.78,0,0.9,0.853,0.244,0.121,65,100,83.12
mumbai,2,0.8,9,72.04,2,3.63,0.632,0.072,0.13,65,100,85.21
chennai,4,0.9,9,68.83,1,1.46,0.624,0.407,0.092,62,95,94.78
mumbai,10,0.8,1,63.1,1,2.49,0.668,0.301,0.106,65,100,88.12
delhi,3,0.9,1,48.29,1,1.23,0.472,0.477,0.053,60,85,90.25
pune,0,0.7,9,67.26,1,1.82,0.25,0.132,0.05,55,65,60.0
mumbai,10,0.8,1,56.3,1,1.39,0.731,0.23,0.132,65,100,94.66
delhi,5,1.3,5,56.14,1,4.15,0.388,0.806,0.053,60,85,120.0
chennai,10,0.8,9,54.98,3,2.48,0.713,0.626,0.042,62,95,95.7
chennai,3,0.9,1,77.95,3,4.49,0.761,0.694,0.055,62,95,103.48
pune,9,1.0,1,51.17,1,4.13,0.217,0.081,0.041,55,65,62.4
delhi,11,0.7,1,75.76,3,3.87,0.508,0.852,0.076,60,85,70.62
chennai,10,0.8,5,69.25,6,4.55,0.731,0.36,0.108,62,95,92.99
mumbai,9,1.0,1,74.62,6,1.61,0.955,0.184,0.098,65,100,120.0
chennai,8,1.3,5,81.53,1,1.13,0.768,0.472,0.07,62,95,120.0
delhi,4,0.9,5,50.57,3,4.44,0.593,0.828,0.076,60,85,85.79
bangalore,1,0.7,1,38.58,3,3.92,0.477,0.122,0.025,58,80,60.84
mumbai,1,0.7,5,49.09,1,4.65,0.876,0.267,0.133,65,100,75.35
bangalore,2,0.8,1,40.21,0,1.61,0.329,0.323,0.083,58,80,66.73
bangalore,3,0.9,1,70.13,0,1.86,0.398,0.455,0.053,58,80,80.15
chennai,2,0.8,5,71.86,2,4.22,0.765,0.504,0.057,62,95,84.68
delhi,5,1.3,1,73.01,3,4.99,0.142,0.767,0.068,60,85,116.83
pune,3,0.9,1,48.57,2,4.84,0.153,0.252,0.021,55,65,60.0
chennai,3,0.9,9,60.54,0,3.93,0.667,0.487,0.102,62,95,91.56
bangalore,7,1.5,1,61.44,6,1.15,0.06,0.37,0.058,58,80,120.0
pune,5,1.3,1,62.24,1,1.75,0.24,0.183,0.058,55,65,87.76
bangalore,7,1.5,1,60.58,1,2.14,0.115,0.357,0.085,58,80,120.0
pune,2,0.8,1,73.03,2,3.21,0.075,0.134,0.046,55,65,60.0
chennai,10,0.8,1,53.78,0,4.31,0.692,0.292,0.066,62,95,81.03
pune,9,1.0,5,65.42,2,0.73,0.33,0.446,-0.003,55,65,71.62
chennai,8,1.3,5,71.56,3,3.3,0.859,0.49,0.047,62,95,120.0
bangalore,10,0.8,5,46.66,1,2.7,0.3,0.293,0.034,58,80,68.83
pune,11,0.7,9,45.63,2,3.86,0.003,0.035,0.091,55,65,60.0
bangalore,4,0.9,9,71.15,3,2.51,0.17,0.481,0.067,58,80,77.35
chennai,7,1.5,5,52.35,3,2.58,0.741,0.169,0.067,62,95,120.0
delhi,3,0.9,5,54.31,2,4.05,0.501,0.661,0.04,60,85,82.83
mumbai,0,0.7,1,52.89,2,0.81,0.848,0.168,0.084,65,100,91.96
mumbai,4,0.9,1,69.71,2,2.42,0.648,0.239,0.084,65,100,105.77
mumbai,6,1.5,1,97.25,5,3.0,0.809,0.325,0.092,65,100,120.0
mumbai,11,0.7,1,56.75,3,4.88,0.686,0.229,0.095,65,100,79.2
delhi,6,1.5,5,64.4,3,1.57,0.21,0.716,0.079,60,85,120.0
pune,5,1.3,1,51.81,3,2.88,0.022,0.246,0.031,55,65,87.48
chennai,9,1.0,9,44.2,4,4.32,0.597,0.452,0.077,62,95,103.97
pune,6,1.5,1,58.63,4,3.19,0.153,0.224,0.029,55,65,104.64
pune,0,0.7,1,40.11,0,3.69,0.234,0.209,0.062,55,65,60.0
pune,3,0.9,5,69.84,1,4.92,0.188,0.152,0.063,55,65,60.0
mumbai,8,1.3,9,76.58,4,3.22,0.799,0.348,0.097,65,100,120.0
mumbai,6,1.5,1,66.03,1,4.85,0.832,0.287,0.094,65,100,120.0
delhi,7,1.5,9,53.86,5,3.86,0.498,0.532,0.083,60,85,120.0
delhi,11,0.7,9,50.45,5,0.75,0.325,0.637,0.106,60,85,73.26
mumbai,10,0.8,9,73.91,2,1.86,0.754,0.253,0.075,65,100,87.4
bangalore,10,0.8,9,64.85,1,3.73,0.565,0.295,0.082,58,80,66.11
pune,5,1.3,5,52.39,3,0.58,0.228,0.186,0.081,55,65,91.04
bangalore,7,1.5,1,85.14,3,1.3,0.315,0.304,0.021,58,80,120.0
chennai,6,1.5,1,49.98,4,2.74,0.852,0.568,0.043,62,95,120.0
mumbai,8,1.3,5,54.62,2,4.82,0.982,0.359,0.129,65,100,120.0
chennai,6,1.5,1,49.95,3,0.92,0.735,0.462,0.061,62,95,120.0
pune,8,1.3,1,64.6,4,1.34,0.177,0.181,0.038,55,65,96.45
mumbai,3,0.9,1,44.52,1,4.61,0.76,0.363,0.113,65,100,105.41
pune,6,1.5,1,59.81,1,2.75,0.243,0.269,0.075,55,65,100.7
pune,4,0.9,9,60.05,4,2.47,0.268,0.192,0.007,55,65,65.72
bangalore,8,1.3,1,71.45,3,2.22,0.22,0.339,0.057,58,80,119.44
delhi,0,0.7,1,59.43,2,4.9,0.424,0.871,0.092,60,85,62.66
pune,4,0.9,5,69.66,1,2.41,0.162,0.221,0.059,55,65,60.0
delhi,1,0.7,9,47.39,0,2.46,0.43,0.679,0.041,60,85,60.51
delhi,6,1.5,5,61.11,2,3.93,0.368,0.52,0.045,60,85,120.0
mumbai,5,1.3,5,52.26,2,4.21,0.817,0.274,0.081,65,100,120.0
pune,1,0.7,1,43.18,1,1.75,0.156,0.147,0.034,55,65,60.0
chennai,10,0.8,9,46.42,0,0.51,0.75,0.307,0.088,62,95,83.19
bangalore,5,1.3,9,49.23,0,2.82,0.156,0.407,0.062,58,80,95.86
chennai,8,1.3,1,61.23,3,0.21,0.752,0.522,0.07,62,95,120.0
chennai,3,0.9,1,61.71,2,4.07,0.845,0.433,0.078,62,95,100.36
chennai,10,0.8,1,52.95,3,0.32,0.806,0.426,0.077,62,95,97.61
pune,4,0.9,1,56.88,3,1.65,0.181,0.162,0.021,55,65,67.55
delhi,6,1.5,5,41.12,4,2.94,0.445,0.675,0.072,60,85,120.0
bangalore,10,0.8,5,53.73,3,2.41,0.39,0.21,0.041,58,80,65.28
bangalore,0,0.7,1,47.64,4,1.63,0.509,0.385,0.033,58,80,70.3
bangalore,2,0.8,5,78.17,2,3.96,0.289,0.213,0.022,58,80,65.97
mumbai,10,0.8,1,61.88,0,2.73,0.95,0.181,0.113,65,100,94.25
pune,7,1.5,5,56.27,3,1.28,0.203,0.226,0.056,55,65,105.17
mumbai,0,0.7,1,60.36,1,3.2,0.747,0.22,0.119,65,100,83.28
mumbai,9,1.0,5,50.59,2,3.39,0.996,0.146,0.068,65,100,120.0
delhi,11,0.7,5,58.55,0,1.56,0.275,0.71,0.078,60,85,62.33
mumbai,5,1.3,1,59.97,3,3.04,0.686,0.22,0.046,65,100,120.0
mumbai,6,1.5,5,66.27,2,2.54,0.608,0.088,0.086,65,100,120.0
delhi,8,1.3,5,58.49,2,0.38,0.499,0.611,0.069,60,85,120.0
pune,0,0.7,1,61.06,0,1.1,0.032,0.252,0.045,55,65,60.0
bangalore,5,1.3,9,60.98,2,3.1,0.398,0.237,0.087,58,80,103.16
bangalore,0,0.7,1,44.0,1,3.54,0.355,0.317,0.055,58,80,60.0
delhi,5,1.3,9,57.88,2,2.63,0.458,0.532,0.105,60,85,120.0
mumbai,9,1.0,9,58.15,4,0.47,0.863,0.28,0.109,65,100,117.15
delhi,0,0.7,5,37.09,2,3.2,0.451,0.779,0.073,60,85,69.36
delhi,2,0.8,1,47.57,0,4.63,0.393,0.79,0.071,60,85,70.41
bangalore,5,1.3,1,34.67,3,1.25,0.39,0.4,0.058,58,80,120.0
chennai,3,0.9,1,73.88,2,4.45,0.836,0.475,0.096,62,95,100.71
pune,10,0.8,1,54.98,2,0.15,0.139,0.126,0.051,55,65,60.0
delhi,5,1.3,1,75.9,4,4.83,0.339,0.65,0.073,60,85,120.0
mumbai,9,1.0,1,93.68,1,0.46,0.774,0.315,0.109,65,100,118.8
pune,10,0.8,5,43.22,2,2.88,0.102,0.214,0.048,55,65,60.0
delhi,0,0.7,5,58.81,0,3.2,0.439,0.744,0.082,60,85,64.85
bangalore,0,0.7,1,54.48,0,3.68,0.152,0.207,0.042,58,80,60.0
mumbai,1,0.7,1,75.08,3,4.7,0.603,0.342,0.104,65,100,83.38
chennai,7,1.5,1,62.16,5,4.0,0.68,0.453,0.068,62,95,120.0
chennai,9,1.0,1,65.55,4,1.34,0.643,0.456,0.05,62,95,117.32
pune,10,0.8,1,55.42,4,1.84,0.35,0.188,0.066,55,65,64.41
chennai,4,0.9,9,68.43,2,4.49,0.764,0.491,0.093,62,95,100.43
pune,4,0.9,1,50.67,1,2.98,0.197,0.235,0.045,55,65,60.0
delhi,6,1.5,1,43.73,6,2.26,0.508,0.685,0.052,60,85,120.0
chennai,7,1.5,5,55.99,1,4.66,0.598,0.463,0.109,62,95,120.0
chennai,3,0.9,5,55.3,1,2.19,0.716,0.58,0.086,62,95,99.41
pune,5,1.3,1,55.97,3,2.87,0.236,0.385,0.048,55,65,99.38
delhi,1,0.7,9,55.17,3,0.66,0.597,0.625,0.076,60,85,67.6
mumbai,4,0.9,1,62.38,2,4.41,0.655,0.2,0.068,65,100,101.58
mumbai,3,0.9,9,61.47,1,4.89,1.0,0.315,0.065,65,100,99.19
bangalore,4,0.9,5,58.0,1,1.82,0.3,0.278,0.051,58,80,77.82
bangalore,0,0.7,1,36.39,0,1.38,0.288,0.315,0.079,58,80,60.38
mumbai,6,1.5,5,72.78,4,1.34,0.917,0.289,0.084,65,100,120.0
chennai,3,0.9,9,81.98,1,4.41,0.611,0.415,0.093,62,95,92.78
delhi,4,0.9,5,64.32,1,0.96,0.444,0.675,0.075,60,85,89.03
bangalore,6,1.5,5,50.36,6,3.09,0.419,0.191,0.074,58,80,120.0
delhi,1,0.7,5,39.86,0,1.81,0.444,0.64,0.057,60,85,63.05
pune,5,1.3,1,64.41,1,4.42,0.13,0.244,-0.017,55,65,81.69
mumbai,5,1.3,1,79.44,1,1.61,1.0,0.176,0.094,65,100,120.0
bangalore,1,0.7,1,64.97,1,1.56,0.281,0.268,0.043,58,80,60.0
bangalore,4,0.9,9,54.79,2,1.48,0.336,0.328,0.118,58,80,77.43
bangalore,6,1.5,1,59.65,5,2.21,0.249,0.429,0.038,58,80,120.0
chennai,8,1.3,5,60.2,2,3.36,0.855,0.621,0.089,62,95,120.0
delhi,9,1.0,1,53.55,3,2.28,0.533,0.789,0.045,60,85,108.31
bangalore,7,1.5,1,46.01,2,2.59,0.392,0.455,0.059,58,80,120.0
mumbai,2,0.8,5,65.31,0,4.4,0.815,0.11,0.093,65,100,84.35
mumbai,7,1.5,1,52.88,5,3.25,0.66,0.022,0.092,65,100,120.0
mumbai,10,0.8,1,69.19,2,2.5,0.767,0.249,0.103,65,100,94.23
delhi,3,0.9,1,53.48,4,1.22,0.538,0.603,0.058,60,85,95.54
bangalore,6,1.5,1,55.83,2,2.39,0.211,0.367,0.053,58,80,120.0
